id,english,french,german,spanish,japanese,koreana,polish,portuguese,russian,schinese,tchinese
magma-chestplate-item-name,Magma Chestplate,Plastron du magma,Magmabrustplatte,Coraza de magma,マグマのチェストプレート,마그마 흉갑,Napierśnik magmy,Couraça de Lava,Лавовый нагрудник,熔岩胸甲,熔岩胸甲
magma-necklace-item-name,Magma Necklace,Collier de magma,Magmahalskette,Collar de magma,マグマのネックレス,마그마 목걸이,Naszyjnik z magmy,Colar de Lava,Лавовое ожерелье,熔岩项链,熔岩項鍊
magma-poleaxe-item-name,Magma Poleaxe,Hache d’armes de magma,Magma-Mordaxt,Hacha de petos de magma,マグマの斧,마그마 도끼창,Topór magmy,Acha de Lava,Лавовая секира,熔岩戟斧,熔岩戰斧
ring-of-ice-item-name,Ring of Ice,Anneau de glace,Eisring,Anillo gélido,氷の指輪,얼음 반지,Pierścień lodu,Anel de Gelo,Кольцо льда,冰霜戒指,寒冰戒指
jesters-bone-mask-item-name,Jester's Bone Mask,Masque en os du bouffon,Narrenknochenmaske,Máscara de hueso de bufón,道化師の骨格覆面,광대의 뼈 가면,Maska z kości błazna,Máscara Óssea do Bufão,Костяная маска шута,小丑骨面具,弄臣骨面具
celestial-sabatons-item-name,Celestial Sabatons,Solerets célestes,Himmlische Sabatons,Escarpes celestiales,セレスティアルサバトン,셀레스티얼 사바톤,Selarze niebiańskie,Sabatinas celestiais,Небесные сабатоны,天界胫甲,天界胫甲
celestial-helmet-item-name,Celestial Helmet,Casque céleste,Himmelshelm,Casco celestial,天空の兜,별의 투구,Niebiański hełm,Elmo Celestial,Небесный шлем,上界头盔,天界頭盔
celestial-leggings-item-name,Celestial Leggings,Jambières célestes,Himmlische Büx,Mallas celestiales,天界のレギンス,천상의 레깅스,Niebiańskie Nogawice,Perneiras de Celestiais,Небесные поножи,天界护腿,天界護腿
celestial-chestplate-item-name,Celestial Chestplate,Plastron céleste,Himmelsbrustplatte,Coraza celestial,天上のチェストプレート,천상의 흉갑,Niebiański napierśnik,Couraça Celestial,Небесный нагрудник,上界胸甲,天界胸甲
throngler-item-name,Throngler,Throngler,Machtklinge,Masificador,ソロンレール,트롱글러,Wymiatacz,Amontoador,Губитель,壮格,索隆格
dawnbringer-item-name,Dawnbringer,Porte-aube,Schwert der Morgendämmerung,Espada del alba,ドーンブリンガー,던브링어,Miecz Świtu,Espada do alvorecer,Меч Рассвета,破晓之剑,破曉之劍
ring-of-unity-item-name,Ring of Unity,Anneau d’Unité,Ring der Einheit,Anillo de unidad,結束の指輪,통일 반지,Pierścień jedności,Anel da União,Кольцо единства,团结戒指,團結戒指
excalibur-item-name,Excalibur,Excalibur,Excalibur,Excalibur,エクスカリバー,엑스칼리버,Ekskalibur,Excalibur,Экскалибур,神剑,王者之劍
ribbon-of-fortune-item-description,<696969>+25% of getting an extra item when|\n|<696969>opening a chest,<696969>+25% de chances d'obtenir un objet supplémentaire en|\n|<696969>ouvrant un coffre,<696969>+25% Chance auf einen zusätzlichen Gegenstand beim|\n|<696969>Öffnen einer Truhe,<696969>+25% de probabilidad de obtener un objeto extra al|\n|<696969>abrir un cofre,<696969>宝箱を開ける時に|\n|<696969>25%の確率で追加アイテムをゲット,<696969>상자를 열 때 아이템을 추가로|\n|<696969>얻을 확률 +25%,<696969>+25% szans na zdobycie dodatkowego przedmiotu podczas|\n|<696969>otwierania skrzyni,<696969>+25% de chance de obter um item extra ao|\n|<696969>abrir um baú,<696969>+25% шанс получить дополнительный предмет при|\n|<696969>открытии сундука,<696969>打开箱子时有25%的几率|\n|<696969>获得额外物品,<696969>打開箱子時有25%的機率|\n|<696969>獲得額外物品
merchant-upgrade-item-description,Unlocks |[tinker],Débloque |[tinker]|,Schaltet |[tinker]| frei,Desbloquea |[tinker]|,|[tinker]| のアンロック,|[tinker]| 잠금 해제,Odblokowuje |[tinker]|,Desbloqueia |[tinker]|,Открывает |[tinker]|,解锁 |[tinker]|,解鎖 |[tinker]|
bloodedge-item-description,"<696969>""used to get stronger every kill""","<696969>""devenait plus fort à chaque élimination""","<696969>""wurde mit jedem Kill stärker""","<696969>""se hacía más fuerte con cada muerte""","<696969>""キル毎に強くなっていた""","<696969>""처치할 때마다 강해지는 데 사용됨""","<696969>""stawał się silniejszy z każdym zabójstwem""","<696969>""usado para ficar mais forte a cada abate""","<696969>""становился сильнее с каждым убийством""","<696969>""过去每击杀一次都会变强""","<696969>""過去每擊殺一次都會變強"""
excalibur-item-description,"<696969>""a gift from the lake""","<696969>""un cadeau du lac""","<696969>""ein Geschenk vom See""","<696969>""un regalo del lago""","<696969>""湖からの贈り物""","<696969>""호수로부터의 선물""","<696969>""dar od jeziora""","<696969>""um presente do lago""","<696969>""дар озера""","<696969>""来自湖中的赠礼""","<696969>""來自湖中的贈禮"""
bat-enemy-name,Bat,Chauve-souris,Fledermaus,Murciélago,コウモリ,박쥐,Nietoperz,Morcego,Летучая мышь,蝙蝠,蝙蝠
leafing-enemy-name,Leafing,Feuillu,Blattling,Hojezno,リーフィン,리핑,Liściątko,Folhita,Листовик,叶叶,葉靈
fronk-enemy-name,Fronk,Fronk,Fronk,Salapo,フロンク,프롱크,Żabiak,Cururu,Кванк,弗荣克,佛隆克
boar-enemy-name,Boar,Sanglier,Keiler,Jabalí,イノシシ,멧돼지,Dzik,Javali,Кабан,野猪,野豬
snow-pix-enemy-name,Snow Pix,Pix des neiges,Schneefee,Hada de las nieves,雪ピクシー,스노우 픽스,Śnieżny duszek,Fada da neve,Снегоискр,雪照,雪精靈
pebbling-enemy-name,Pebbling,Gravillon,Kieseling,Rocky,コイシ,페블링,Kamyczątko,Pedrita,Каменек,小卵石,鵝卵石
slime-enemy-name,Slime,Gelée,Schleim,Limo,スライム,슬라임,Glutek,Geleca,Слизь,史莱姆,史萊姆
rat-enemy-name,Rat,Rat,Ratte,Rata,ネズミ,쥐,Szczur,Rato,Крыса,老鼠,老鼠
goblin-enemy-name,Goblin,Gobelin,Goblin,Trasgo,ゴブリン,고블린,Goblin,Goblin,Гоблин,小妖,哥布林
skeleton-warrior-enemy-name,Skeleton Warrior,Guerrier squelette,Skelettkrieger,Guerrero esqueleto,骸骨戦士,해골 전사,Szkielet wojownik,Guerreiro esqueleto,Скелет-воин,骷髅勇士,骷髏勇士
shadow-wizard-enemy-name,Shadow Wizard,Magicien de l'ombre,Schattenmagier,Mago sombrío,影の魔術師,그림자 마법사,Czarny mag,Bruxo das sombras,Волшебник тени,暗影巫师,暗影巫師
jellyrak-enemy-name,Jellyrak,Méduse,Sülzrak,Gelatirano,クラック,젤리라크,Meduziak,Gelatinosa,Медузла,杰莱克,傑利拉克
efis-enemy-name,Efis,Efis,Efis,Efis,エフィス,에피스,Efis,Ífis,Эфис,艾菲斯,艾菲斯
rogue-enemy-name,Rogue,Voleur,Schurke,Pícaro,ローグ,불한당,Łotr,Ladino,Разбойник,肉哥,惡棍
slorn-enemy-name,Slorn,Slorn,Slorn,Slorn,スローン,슬론,Cierniak,Slorn,Слорн,斯洛,斯洛
armored-goblin-enemy-name,Armored Goblin,Gobelin en armure,Gepanzerter Goblin,Trasgo con armadura,鎧ゴブリン,무장 고블린,Opancerzony goblin,Goblin de armadura,Стойкий гоблин,盔甲小妖,盔甲哥布林
stone-golem-enemy-name,Stone Golem,Golem de pierre,Steingolem,Gólem de piedra,石ゴーレム,스톤 골렘,Kamienny golem,Golem de pedra,Каменный голем,石傀儡,石傀儡
witch-enemy-name,Witch,Sorcière,Hexe,Bruja,魔女,마녀,Wiedźma,Bruxa,Ведьма,女巫,女巫
wizard-skeleton-enemy-name,Wizard Skeleton,Mage squelette,Magierskelett,Mago esqueleto,魔術師骸骨,마법사 해골,Szkielet mag,Esqueleto bruxo,Скелет волшебника,巫师骷髅,巫師骷髏
giant-spider-enemy-name,Giant Spider,Araignée géante,Riesenspinne,Araña gigante,巨大蜘蛛,거대 거미,Ogromny pająk,Aranha gigante,Гигантский паук,大蜘蛛,大蜘蛛
blood-ghoul-enemy-name,Blood Ghoul,Goule de sang,Blutghul,Gul chupasangre,ブラッドグール,블러드 구울,Krwawy ghul,Carniçal de sangue,Кровавый упырь,血尸鬼,血屍鬼
armored-spirit-enemy-name,Armored Spirit,Esprit en armure,Gepanzerter Geist,Espíritu con armadura,鎧精霊,무장 스피릿,Opancerzona dusza,Espírito de armadura,Стойкий дух,盔甲幽灵,盔甲幽靈
red-orc-enemy-name,Red Orc,Orc rouge,Roter Ork,Orco rojo,赤オーク,레드 오크,Czerwony ork,Orc vermelho,Алый орк,红兽人,紅獸人
snow-wraith-enemy-name,Snow Wraith,Spectre des neiges,Schneegespenst,Espectro de las nieves,雪の死霊,스노우 유령,Śnieżny upiór,Espectro da neve,Снежный призрак,雪怪,雪幽靈
venomous-spider-enemy-name,Venomous Spider,Araignée venimeuse,Giftspinne,Araña venenosa,毒蜘蛛,독거미,Jadowity pająk,Aranha peçonhenta,Ядовитый паук,剧毒蜘蛛,劇毒蜘蛛
harpy-enemy-name,Harpy,Harpie,Harpyie,Arpía,ハルピュイア,하피,Harpia,Harpia,Гарпия,哈皮,哈皮
bravura-enemy-name,Bravura,Bravura,Bravura,Bravura,ブラヴーラ,브라부라,Brawura,Bravura,Бравура,勇乌拉,布拉武拉
fire-dragon-enemy-name,Fire Dragon,Dragon de feu,Feuerdrache,Dragón de fuego,炎ドラゴン,파이어 드래곤,Ognisty smok,Dragão de fogo,Огненный дракон,火龙,火龍
void-squid-enemy-name,Void Squid,Calmar du vide,Leerenkalmar,Calamar del vacío,虚ろイカ,보이드 스퀴드,Kałamarnica pustki,Lula do vazio,Спрут пустоты,虚空鱿鱼,虛空魷魚
brother-enemy-name,Brother,Frère,Bruder,Hermano,兄弟,형제,Brat,Irmão,Брат,兄弟,兄弟
shadow-ghost-enemy-name,Shadow Ghost,Fantôme d'ombre,Schattengeist,Fantasma sombrío,影の幽霊,그림자 유령,Duch cieni,Fantasma das Sombras,Призрак тени,暗影幽灵,暗影幽靈
kotya-enemy-name,Kotya,Kotya,Kotya,Kotya,コチャ,코티야,Kotya,Kotya,Котия,科特亚,科特亞
magma-golem-enemy-name,Magma Golem,Golem de magma,Magmagolem,Gólem de magma,マグマゴーレム,마그마 골렘,Magmowy golem,Golem de lava,Лавовый голем,熔岩傀儡,熔岩傀儡
overseer-enemy-name,Overseer,Contremaître,Aufseher,Supervisor,オーバーシーアー,감독관,Nadzorca,Feitor,Надсмотрщик,监察者,監督者
braskap-enemy-name,Braskap,Braskap,Braskap,Braskap,ブラスカップ,브라스캡,Braskap,Braskap,Браскап,布拉斯卡普,布拉斯卡普
cloud-dragon-enemy-name,Cloud Dragon,Dragon des nuages,Wolkendrache,Dragón del cielo,雲ドラゴン,클라우드 드래곤,Smok chmur,Dragão das nuvens,Облачный дракон,云龙,雲龍
ruined-king-enemy-name,Ruined King,Roi déchu,Gefallener König,Rey en ruinas,破滅の王,몰락한 왕,Zrujnowany król,Rei Arruinado,Погибший король,废王,毀滅之王
blinded-priest-enemy-name,Blinded Priest,Prêtre aveugle,Blinder Priester,Sacerdote ciego,盲僧,맹인 사제,Ślepy kapłan,Sacerdote cego,Слепой жрец,盲眼牧师,盲眼牧師
morizon-enemy-name,Morizon,Morizon,Morizon,Morizon,モリゾン,모라이존,Morizon,Morizon,Моризон,魔莱松,魔力松
moon-enemy-name,Moon,Lune,Mond,Luna,ムーン,달,Księżyc,Lua,Луна,月亮,月亮
cursed-abomination-enemy-name,Cursed Abomination,Abomination maudite,Verfluchte Abscheulichkeit,Abominación maldita,呪われし異形,저주받은 흉물,Przeklęta Ohyda,Abominação Amaldiçoada,Проклятое порождение,诅咒的畸形怪,詛咒的畸形怪
mars-enemy-name,Mars,Mars,Mars,Marte,マーズ,화성,Mars,Marte,Марс,火星,火星
pinto-enemy-name,Pinto,Pinto,Pinto,Pinto,ピント,핀토,Pinto,Pento,Пинто,品托,品托
neptune-enemy-name,Neptune,Neptune,Neptun,Neptuno,ネプチューン,해왕성,Neptun,Netuno,Нептун,海王星,海王星
thunder-dragon-enemy-name,Thunder Dragon,Dragon du tonnerre,Donnervogel,Dragón del trueno,サンダードラゴン,썬더 드래곤,Smoczyca piorunów,Dragão do trovão,Громовой дракон,雷霆巨龙,雷霆巨龍
eldrids-flesh-enemy-name,Eldrid's Flesh,Chair d'Eldrid,Eldrids Fleisch,Carne de Elrid,エルドリッドの肉,엘드리드의 육신,Mięso Eldrida,Carne de Eldrid,Плоть Элдрида,艾萃德血肉,艾翠德血肉
golden-guardian-enemy-name,Golden Guardian,Gardien doré,Goldener Hüter,Guardián dorado,金のガーディアン,황금 수호자,Złoty obrońca,Guardião Dourado,Золотой страж,黄金守卫,黃金守衛
venus-enemy-name,Venus,Vénus,Venus,Venus,ヴィーナス,금성,Wenus,Vênus,Венера,金星,金星
jupiter-enemy-name,Jupiter,Jupiter,Jupiter,Júpiter,ジュピター,목성,Jowisz,Júpiter,Юпитер,木星,木星
saturn-enemy-name,Saturn,Saturne,Saturn,Saturno,サターン,토성,Saturn,Saturno,Сатурн,土星,土星
uranus-enemy-name,Uranus,Uranus,Uranus,Urano,ウラヌス,천왕성,Uran,Urano,Уран,天王星,天王星
sun-enemy-name,Sun,Soleil,Sonne,Sol,太陽,태양,Słońce,Sol,Солнце,太阳,太陽
iron-golem-enemy-name,Iron Golem,Golem de fer,Eisengolem,Gólem de hierro,鉄ゴーレム,아이언 골렘,Żelazny golem,Golem de ferro,Железный голем,钢铁傀儡,鋼鐵傀儡
windwatcher-enemy-name,Windwatcher,Veilleur du vent,Windwächter,Vigilante del viento,風の観察者,바람 감시자,Obserwator wiatru,Observador do Vento,Ветрострaж,风之观察者,風之觀察者
graven-enemy-name,Graven,Graven,Graven,Graven,グレイヴン,그레이번,Graven,Graven,Грейвен,格雷文,格雷文
death-enemy-name,Death,Mort,Tod,Muerte,死神,데스,Śmierć,Morte,Смерть,死神,死神
perfect-slave-enemy-name,Perfect Slave,Esclave parfait,Perfekter Sklave,Esclavo perfecto,完全奴隷,퍼펙트 슬레이브,Doskonały niewolnik,Escravo perfeito,Идеальный раб,完美奴隶,完美奴隸
common-chest-enemy-name,Common Chest,Coffre commun,Gemeinsame Truhe,Cofre común,一般的な胸部,일반 상자,Zwykła Skrzynia,Baú comum,Обычный сундук,普通箱子,普通寶箱
golden-chest-enemy-name,Golden Chest,Coffre doré,Goldene Truhe,Cofre dorado,黄金の胸部,황금 상자,Złota Skrzynia,Baú dourado,Золотой сундук,黄金箱子,黃金寶箱
heart-of-the-tower-enemy-name,Heart of the Tower,Cœur de la tour,Herz des Turms,Corazón de la torre,塔の中心,탑의 심장,Serce Wieży,Coração da torre,Сердце Башни,高塔之心,高塔之心
merchant-enemy-name,Merchant,Marchand,Händler,Comerciante,商人,상인,Kupiec,Mercador,Торговец,商人,商人
mystic-bison-enemy-name,Mystic Bison,Bison mystique,Mystischer Bison,Bisonte Místico,ミスティックバイソン,신비한 들소,Mistyczny Bizon,Bisonte Místico,Мистический Бизон,神秘野牛,神秘野牛
mystic-trader-enemy-name,Mystic Trader,Marchand mystique,Mystischer Händler,Mercader Místico,ミスティックトレーダー,신비 상인,Mistyczny Handlarz,Mercador Místico,Мистический Торговец,神秘商人,神秘商人
training-dummy-enemy-name,Training Dummy,Mannequin d'entraînement,Trainingspuppe,Muñeco de Entrenamiento,訓練用ダミー,훈련용 허수아비,Manekin Treningowy,Boneco de Treinamento,Тренировочный манекен,训练假人,訓練假人
ancient-ice-item-set-name,Ancient Ice,Glace ancienne,Uraltes Eis,Concha gélida,古代氷,고대의 얼음,Pradawnego lodu,Gelo ancestral,Древний лед,远古寒冰,遠古寒冰
ancient-shell-item-set-name,Ancient Shell,Carapace ancienne,Uraltes Gehäuse,Concha milenaria,古代貝,고대의 껍데기,Pradawnej skorupy,Carapaça ancestral,Древний панцирь,远古贝壳,遠古貝殼
arcanum-item-set-name,Arcanum,Arcanum,Arkanum,Set arcano,アルカナム,아르카누스,Wiedzy tajemnej,Arcanum,Арканум,奥秘,奧術
bastolic-item-set-name,Bastolic,Bastolic,Bastolic,Bastolic,バストリック,바스톨릭,Bastolic,Bastolic,Бастолик,巴斯托利克,巴斯托利克
berserker-item-set-name,Berserker,Berserker,Berserker,Set de berserker,ベルセルク,광전사,Berserka,Berserker,Берсерк,狂战士,狂戰士
blackthorn-item-set-name,Blackthorn,Roncenoire,Schwarzdorn,Set de espinas negras,ブラックソーン,산사나무,Czarnego ciernia,Espinegro,Терновник,黑棘,黑棘
cataclysm-item-set-name,Cataclysm,Cataclysme,Verheerung,Set del cataclismo,大変動,대재앙,Kataklizmu,Cataclismo,Бедствие,灾变,災變
celestial-item-set-name,Celestial,Céleste,Himmlisch,Set celestial,天上界,천상,Niebiański,Celestial,Небосвод,上界,天界
